eSAm iSir;AsaH adr;uhaH
;A duhe aB;i
s;arasi pr;a Danva
suh;astAH s;a punAn;aH
durm;arSam sAk;am pr;a
zvet;am rUp;am kqZute
vay;am g;oBiH aYjmaH
vizv;AyuH v;izvAH suB;arAH
varD;aya v;Acam jan;aya
m;aDvaH pavante Urm;ayaH
zukr;A gqBZIta manT;inA
hant;A vqtr;AZAm asi
zat;am D;ArAH dev;ajAtAH
;At Im ;azvam
ap;aH v;asAnaH aB;i
apsuj;it pr;a Danva
aDAviSwa s;Anavi j;uSwaH
pUy;amAnaH m;atsi z;arDaH
ap;aH v;asAnaH mahiS;aH
pavasva svast;aye sarv;atAtaye
v;qSA sut;aH kqD;i
en;A v;izvAni ary;aH
suSwut;I n;asate s;am
m;aDumatIH asqgran v;ArAn
vicakSaZ;aH r;AjA dev;aH
ay;am Druv;aH rayIZ;Am
am;qtasya c;AruZaH uB;e
mahiS;am n;a s;AnO
ray;im divy;am pavasva
p;avantAm ;A suv;Iryam
matsar;AsaH pras;upaH sAk;am
y;ena naH p;Urve
iva s;adane cam;USu
s;omAH aB;i priy;am
matsar;aH m;adaH s;omaH
div;aH ;A n;iH
h;i s;a ut;a
zyen;aH maTAy;at iSit;aH
suv;Iryam t;e naH
agqBZata t;uBya im;A
j;AgqviH ;aCa k;ozam
p;avamAna jah;i m;qDaH
aDvary;avaH raTir;AsaH suh;astAH
tanvate ;apa dv;ArA
p;avamAnaH k;anikradat DIB;iH
y;am vid;e aB;i
anum;AdyaH p;avamAnaH manIS;iBiH
dev;aH dev;AnAm g;uhyAni
d;aDyAziraH vip;A v;i
sut;AH ;indrAya vAy;ave
qt;asya sIdata punAn;aH
eS;a pr;a k;oze
y;adi pav;itre ;aDi
;aramamAZaH ;ati eti
pqSW;Ani r;odasoH vipray;antaH
vAj;inaH gavy;A s;omAsaH
g;AvaH mat;ayaH yanti
asm;aByam soma vizv;ataH
arSa k;anikradat dyum;antam
soma pariSicy;amAnaH ev;a
pr;a minAti D;IraH
y;asya mar;utaH y;asya
iva n;a razm;ayaH
ay;am tr;iH sapt;a
y;at y;onim hiraZy;ayam
sr;iDaH jah;i r;akSAMsi
;upAvasuH p;avamAna m;ahi
k;Amyam prasnAp;ayanti Urm;iZam
y;asmin lok;e sv:ar
Iyase yujAn;aH indo
vIr;am ca naH
k;Avyena kav;iH s;an
y;at pUt;aH aty;eSi
sut;eSu AB;uvaH hinvir;e
nazanta s;aniSanta naH
akSAr ;induH ;avye
jy;otiH yajY;asya pavate
;arAtyAH ar;iH h;i
;asqgram v;AjasAtaye v;i
;ati hv;arAMsi DAvati
mUrD;an yajY;asya kAr;avaH
gop;Am puroy;AvAnam ;A
kS;etram aB;i arSa
ukT;eBiH anum;AdyaH z;uciH
p;ari raGuy;AmA pav;itre
skqZvanti veD;asaH s;am
;ojasA t;am tvA
tv;ayA vay;am p;avamAnena
vIr;eBiH ;azvEH maG;avA
As;adam kav;iH veDasy;A
;apavaTAH m;anave vayoD;AH
DIt;iBiH hit;aH nady:aH
niSkqt;am dyutAn;aH vAj;iBiH
asmadry:ak ;A dAv;ane
ajir;azociSaH p;avamAnaH raT;ItamaH
nqc;akSasA h;otArA d;EvyA
g;aBastyoH vqSAy;ate n;aBasA
s;Idan ;indrasya jaW;are
n;a vAjay;uH punAn;aH
pariSkqZv;an ;aniSkqtam j;anAya
v;izvAni k;AvyA p;avamAnAsaH
BUrid;AByaH cit m;aMhIyAn
Baranti am;qtam Gqtazc;utaH
zuBr;eBiH zuBr;azastamaH h;arizcandraH
sut;aH sudakSa Danva
devay;uH ;A kal;azeSu
eS;a rukm;iBiH Iyate
dyum;attamaH aB;i dr;oZAni
m;artasya dev;I ;avasaH
y;AmeBiH Azata kakuh;aH
jant;uH kavIn;Am p;avasva
;avasA sy;Ama vanv;antaH
cakr;uH pavamAna D;IrAH
B;uvanasya r;AjA vid;at
v;Aram ;avyam ;A
punAn;am vAsayAmasi s;omam
v;evijAnaH ;it kqz;AnoH
;indraH saj;oSasaH mandr;ayA
ut;a tv;Am aruZ;am
p;Urve k;armAZi cakr;uH
aB;i majm;anA yUT;e
;indavaH Gn;antaH v;izvAH
As;adam t;am amqkSanta
p;ibAt y;asya mar;utaH
Ut;aye aB;i arSa
r;ADaH d;itsantam ;A
pav;itreZa v;icarSaZiH y;aH
m;adyaH m;adaH sut;aH
naH ;asarji v;akvA
sanut;ar hurazc;itaH prAt;ar
s;am apsuj;it pr;a
;indo sUkt;Aya v;acase
z;atrUn ay;A ruc;A
cit daDiSe g;iraH
p;avamAnAH asqkSata pav;itram
s;adA asaraH v;Ajam
naH ;anDasA suvAn;aH
;azayat s;amqtA s;eDati
dayate v;AryAZi z;UragrAmaH
;indra s;omAH asqkSata
p;Urve ;Ayuni jAt;am
r;aTe n;a v;arma
s;omasya pIt;aye madacy;ut
indo ;indram asm;aByam
Adad;e pqTivy;AH te
aB;i v;Ajam ut;a
priy;Am ;indrasya tanv:am
;upa sIdata daDn;A
r;AjA iva kr;atumAn
y;aH UrDv;aH aDvar;e
huve ;induH ;indraH
rakSoh;A v;Aram avy;ayam
d;aza kS;ipaH ;indrAya
;atyaH vicakSaZ;aH p;avamAnaH
arSa purusp;qham ;indo
r;ucaH p;avamAna m;ahi
te tv;am soma
p;atim vAc;aH ;adAByam
r;asaH ;asarji kal;aze
;arAvZaH p;avamAnAH svard;qzaH
sy;a v;qSA r;aTaH
saD;asTam aznuSe pr;a
pavasva deva soma
dev;AnAm janit;A sud;akSaH
marmqjAn;aH indriy;Aya D;Ayase
y;ujyAya s;omam s;a
avy;aye v;Are z;izuH
ca praj;AyE div;aH
;aBayam ca naH
v;ipram Aj;A viv;asvataH
;ava t;AH udany;uvaH
g;omataH ;A naH
hit;am ;ava mehanti
et;e s;omAH ;ati
Ir;ayan eSi m;aDumantam
p;Urve pit;araH padajY;AH
niSkqt;am mah;aH naH
;indram y;AmeBiH Azata
p;avamAnaH qt;am bqh;at
;it zekuH Dar;uZeSu
;induH ;arvAn iva
dev;AnAm ;upa saKy;am
yat;am sunv;anti s;omam
sut;aH punAn;aH ;induH
ruc;e jananta s;Uryam
Av;iH te z;uSmaH
vqSaB;aH vicakSaZ;aH ;arUrucat
y;aH s;omaH kal;azeSu
arSa bqh;at y;azaH
z;akmanA p;ayaH g;ojIrayA
;upa s;Ure n;a
pr;ayasvantaH cam;U sut;AH
p;ari eSi m;Ahinam
pAn;aH am;qtasya c;AruZaH
sumat;im vizv;avArAH h;otAraH
DAvati Dvasr;ayoH puruS;antyoH
h;otA iva yAti
;A aps;AH ;indrAya
p;avamAna ray;im pqT;um
kqZute nad;ISu j;anaH
purusp;qham ;indo sah;asraBarZasam
sp;azaH sv;aYcaH sud;qzaH
avyata Buj;e n;a
;arjunam v;Aram avy;ayam
s;Idan qt;asya y;onim
v;qSA pavasva D;ArayA
saMy;ataH qt;asya y;onA
tiSWa jan;aya ;AyuDAni
ukTy:am p;avamAnaH ajIjanat
s;omAsaH d;aDyAziraH pav;itram
jy;otiH kqZuhi m;atsi
sv;AdiSWam draps;am aruZ;am
n;a s;avanAni vivyacuH
y;atra am;UH yahv;atIH
g;avyAni avyata maG;onaH
razm;ayaH drAvayitn;avaH matsar;AsaH
mah;e r;aZe ;ApaH
ay;am s;UryaH iva
s;aMvqktaDqSZum ukTy:am mah;Amahivratam
v;AjAya mqjyate eS;a
h;ariH eS;a pratn;ena
avy;ayam ;atkam n;a
v;izvAH arSa pariSw;uBaH
zuBAyate ;aDi y;onO
tvac;i aps;u tvA
qt;AvA ;indrAya ;induH
uBay;ataH p;avamAnasya razm;ayaH
jigAti ;aZvyA vagn;um
aB;i akramIt ;iSaH
nqmZ;A z;izAnaH mahiS;aH
BAri B;Uma pav;itreBiH
kratuv;ittamaH m;adaH m;ahi
yajY;aH r;AjYaH n;u
mqjyate suk;armaBiH dev;aH
j;aneSu paYc;asu t;e
;indavaH m;aDumantaH Urm;ayaH
vizv;adevaH ;adAByaH s;omaH
n;amoBiH ;A tiSWati
mahiS;aH n;a zoBate
apasy;uvaH y;ABiH m;adAya
uzat;e t;avasvAn sv:arcakSAH
varm;I iva DqSZo
y;aH te m;adaH
pavate tv;am asya
pr;a pavamAna Danvasi
naH z;arma vIr;avat
prasav;e te ;ut
mat;I sqj;at ;azvam
priy;AZi pavate punAn;aH
p;ArTivam r;ajaH divy;A
Az;avaH ;asqkSata r;aTyAsaH
gir;A jAt;aH ih;a
qB;uH n;a r;aTyam
aB;igItaH ;induH s;Idan
s;etum durAvy:am sAhv;AMsaH
varDanti k;armaBiH ;A
v;izvA y;at rUp;A
;UDani GqZ;A t;apantam
DArayaH tat;am t;antum
;ava cakSi soma
s;a marmqjAn;aH Ay;uBiH
suzilp;e bqhat;I mah;I
p;avamAnaH praj;ApatiH v;anasp;atim
sIdata punAn;aH akramIt
pUrv;IH uS;asaH v;i
kqZu soma mIXvaH
v;qSaZam v;ajrabAhum aB;i
soma sAt;aye tv;am
mAy;ayA nqc;akSasaH pit;araH
;indo B;ava maG;avA
z;umBate eS;a sy;a
m;qDaH r;Asva indo
t;u naH indo
indo h;iraZyavat kS;ara
mand;I DAvati D;ArA
yat;e ;Ize y;aH
ayAsiSuH t;am ;it
v;aruZAya mar;udByaH s;omAH
;ati gAhate m;qDaH
many;um ;aCa am;At
;A s;am s;Uryasya
h;arayaH mqjanti azvahay;EH
n;a mAt;araH ;indram
p;ari eti r;eBan
pad;am yujAn;aH ;qkvaBiH
z;arma triv;arUTam aps;u
p;avamAnasya te r;asaH
s;am yAti saMy;ataH
kS;ayam daDe sv;asAraH
sapt;ajAmayaH pad;am ;ekasya
skamB;aH div;aH ;udyataH
dev;An gaCantu vaH
c;etante dasyut;arhaZA qZ;A
vAj;inaH s;argAH sqSw;AH
p;OMsyA ;indram j;EtrAya
daz;aBiH BAri B;Uma
DAvati sapt;a prav;ataH
citr;atamam pavasva adveS;e
vqtrah;A b;alam d;aDAnaH
n;iSattAH t;AH Im
v;icarSaZiH s;a naH
;avAvazanta DIt;ayaH vqSaB;asya
;astam v;qSagaZAH ayAsuH
r;atnam ;A Bara
r;aMhyA suSvAZ;aH pavate
rihanti mat;ayaH p;anipnatam
niSkqt;am p;avamAnam avasyavaH
pavate m;aDu ;A
y;onO qt;asya sIdata
p;avamAnasya dUXy:A ruj;a
jahi p;avamAnaH s;a
sicyate h;ariH punAn;aH
harIZAm pate ;indo
hasan;Am upamantr;iZaH z;epaH
hiraZy;ayam v;izve devAH
nasate vIt;e aDvar;e
madacy;ut kSeti s;Adane
zrit;aH ;aDi asTAt
s;inDoH Urm;A vipazc;it
n;a Den;uBiH s;Idan
enam m;aDvaH r;asena
d;ame qt;asya DIt;iBiH
v;AjasAtaye p;ari vqtr;AZi
z;am naH nivez;e
eSi ;anu ;ekam
srava ;upa u
;aCa am;At ;astam
Bara yuv;am h;i
maMh;anA eS;a u
s;amaneSu r;eBan n;u
j;oSam aBarat vinaMgqs;aH
z;qVge z;izAnaH h;ariZI
arSa aB;i dUty:am
mqj;anti dev;atAtaye m;aDoH
hit;aH n;qBiH vizvav;it
prasnAp;ayanti Urm;iZam p;ari
y;azaH maG;avadByaH Druv;am
c;Arum z;arDAya matsar;am
v;asu s;omAH divy;Ani
dev;An ;anu praB;USataH
avy;ayam s;a trit;asya
p;avamAnaH avy;aye v;qSA
g;oH sah;asram ;qkvA
sah;asraretAH adB;iH mqjAn;aH
riZ;an ap;aH p;ari
vayask;qtaH v;qTA kr;IxantaH
pavate sahasraj;it hinvAn;aH
ca gAt;um vqjin;am
pav;itram te v;itatam
r;avam ;anu asmE
hit;aH ;induH ;atyaH
aB;i anUSata ut;a
iS;e pavasva saMy;atam
vAj;I t;arati ;it
p;atiH p;avamAna suv;Iryam
pavamAna naH Bara
dev;aH savit;A v;i
n;a z;izuH vAvazAn;aH
g;Am ;azvam rAsi
;avyam arSasi v;i
samajy;ase ;A suvAn;aH
zyen;aH v;arma v;i
paT;A pr;a vaH
tir;aH r;oma pavate
vajr;iZe c;Arum z;arDAya
v;i didyute samudr;AsaH
im;e s;aKAyaH t;at
;asya sp;azaH n;a
s;aH D;anvan n;a
arSa ;anapacyutaH ray;im
y;onim aruZ;aH ruhat
s;a marmqjAn;aH indriy;Aya
pr;a gAhate y;adi
stotr;e suv;Iryam ;asqgran
p;ArTivA ;indo v;izvAni
s;Anu stan;ayan acikradat
kr;IxantaH ;indavaH saD;asTam
s;omaH sut;aH pUyate
iva s;inDavaH j;uSwaH
daDn;A ;it aB;i
arSanti baBr;avaH ;indram
manIS;I d;aza sv;asAraH
avIvipat vAc;aH Urm;im
sv;asqBiH kSeti jAm;iBiH
m;aDumantaH Urm;ayaH ;atyaH
v;izvA ;asarat B;ojanA
r;asam tIvr;am duh;anti
;ati gAhate rakSoh;A
v;i AnazuH D;iyaH
priy;A div;aH kav;iH
s;UryaH ;adriBiH pavate
ev;a naH soma
veD;asaH p;avamAna girAv;qDam
vAj;inaH akrata sat;aH
meSy:aH mIX;e s;aptiH
y;aH n;qBiH am;qtaH
c;atasraH Im Gqtad;uhaH
paviSwa c;etanaH priy;aH
kav;iH m;aDu pr;a
hiraZy;aye aB;i Im
dev;An havate div;aH
deva v;qSavrataH v;qSA
pav;itre ;A sqj;ata
tir;aH v;ArAZi avy;ayA
suvAn;aH soma kal;azeSu
;aCa yUy;am pAta
;indo ;indreZa naH
pr;a vaH D;iyaH
yanti niSkqt;am ;ati
saKy;e vay;am t;ava
gr;AvaBiH sut;aH v;izvAn
s;am u tvA
soma r;ADase z;am
;indrAya pIt;aye sun;ota
;adevam k;am cit
naH soma pariSicy;amAnaH
ah;am n;aktam ut;a
z;atrUn ur;ugavyUtiH ;aBayAni
p;avamAnaH vqSaZyati n;aktoS;AsA
vicakSaZa zuBr;am hinvanti
As;adam s;a vIr;aH
sm;asi hit;AH samary;e
hiraZy;ayaH duhAn;aH ;UDar
n;avyase n;avIyase sUkt;Aya
j;uSwam p;atim kal;aze
pav;itram soma gaCasi
maG;avA r;ADasaH mah;aH
asmay;uH aB;i ty;am
hinvAn;AsaH r;aTAH iva
Urm;im n;a s;inDuH
pUy;amAnaH ;asi B;agaH
;aditiH s;inDuH pqTiv;I
mah;e mad;intamasya D;ArayA
y;aTA vid;e n;ayan
g;aCan ;AyuDA saMz;izAnaH
pr;a sumeD;AH gAtuv;it
arSati ruj;at dqX;A
te r;asaH m;adaH
duhat;e p;ayaH ;upa
qt;asya y;onA s;adane
y;azaH ay;A pavasva
svastim;at urukSit;O gqZIhi
soma pqts;u DAH
y;aH uttam;am hav;iH
s;a t;u D;anam
;A asadaH s;aH
;indrAya vajr;iZe c;Arum
;indrAya p;Atave sut;aH
n;avam d;aDAta k;etam
akramuH ruc;e jananta
D;ArAH bqhat;IH asqgran
;ajIjanaH h;i pavamAna
qtAv;qDaH dqz;e c;Arum
mahiS;aH vivakti m;aryaH
priy;AZi pavate c;anohitaH
aruZ;am vay;am g;oBiH
zqZuh;i br;avImi te
gqZAn;AH zr;avase mah;e
santu r;ajasi praj;AvatIH
tr;I saD;asTA punAn;aH
cakrir;e pIt;aye m;adam
;anDasA suvAn;aH arSa
hinvAn;aH ajyate devAv;IH
p;ari k;ozam maDuzc;utam
asr;iDam y;A naH
viza pUy;amAnaH ;indram
s;omAya gAT;am arcata
v;asvaH purusp;qhaH n;i
jaBriSe t;ava jy;otIMSi
v;Ajasya sAt;aye zr;avaH
aprAH kr;atUn s;am
j;Am siMh;am nasanta
matsar;aH p;avasva soma
zukr;AsaH ;indavaH aB;i
purukqt purukSo ev;a
;agre vAc;aH agriy;aH
;asqgram ;indavaH paT;A
k;anikrat arSati v;qSaZam
adr;uhaH y;AH ;ekam
pr;a naH pinva
;A uB;e aprAH
sv;asyAH ;arAtyAH ar;iH
mqj;anti qSiSAZa veD;asaH
y;azaH m;artAya B;USan
y;avamat suv;Iryam yUy;am
t;am ukS;amAZam avy;aye
kukS;A n;qBiH yemAn;aH
candr;AH asqkSata jIr;AH
s;UryaH tv;am pav;itre
asy;a B;uvanasya niMsate
viza pur;A naH
punAn;aH vAt;Apyam vizv;azcandram
suy;amaH n;a v;oXA
anum;AdyaH z;uciH pAvak;aH
tv;am asya pAhi
vid;uH t;e asya
jajYAn;aH jan;ayan ;iSaH
maG;avadByaH indo eS;a
pate praB;uH g;AtrAZi
Ay;avaH samIcIn;AsaH Asate
ant;ar As;ani p;avamAnaH
te r;asaH ;avyaH
t;ava t;AH upaSw;ut
sy;Ama vanv;antaH Am;uraH
vizvav;it kave t;ava
papuH ;A naH
ca soma s;OBagA
yAti haryat;aH s;omaH
arSati suSwut;im s;UraH
g;avAm prad;ivaH ;induH
y;oSA iva yanti
sar;aTam r;ADaH ;aCa
y;aH indrap;AtamaH y;am
kSara aB;i vAj;inaH
v;Aram avy;ayam ;atkam
aB;i pr;a gAyata
dyum;antam z;uSmam ;A
pr;a s;omaH ;ati
v;asu ut;a u
v;arpAMsi duhit;uH d;aDAnaH
s;am g;AH indo
apaGn;an pavate m;qDaH
pr;a y;at samudr;e
n;a y;aH t;am
padav;IH kavIn;Am ;qSiH
sadaH t;ava draps;AH
giriSW;Am t;am vAvazAn;am
v;asAnaH arSasi ;A
pAvak;aH ucyate s;omaH
net;A y;aH it;OutiH
B;ava soma draviZov;it
sun;ota m;aDumattamam t;ava
s;am akSaraH svAd;uH
v;asUni ;A viza
;aCa ;indo ;indrAya
div;aH n;a vqSw;iH
;aSAXaH sAhv;An p;qtanAsu
kr;atuBiH yatAn;aH ;A
viSw;api j;invan k;ozam
jAr;aH n;a y;oSaZAm
v;izve dev;AsaH adr;uhaH
tv;am h;i aVg;a
div;aH r;etasA sacate
ukT;EH yajY;eSu varDate
srava dyum;antam z;uSmam
naH s;omaH raTaj;it
aB;i eti r;eBan
d;uvaH iS;e pavasva
tv;otayaH ;indo saKitv;am
;indraH n;a y;aH
riZIte asya t;am
DarZas;im ;At asya
s;inDoH Urm;O ;aDi
eS;a sy;a p;ari
m;Arutam m;atsi dev;An
jah;i v;izvAH ;apa
s;am tvA mqjanti
razm;iBiH p;ari vyata
dr;aviZAni naH p;avasva
aDukSata ;indram aB;i
tv;am samudr;aH asi
vip;A kqt;aH ;ati
agn;iH ;qSiH p;avamAnaH
b;iBarti c;Aru ;indrasya
;ava padAti ;apraBuH
j;anAya z;am ;arvate
m;aDumantam pav;itre ;A
niSkqt;am sah;asraDAraH p;ari
soma rAjan DAtr;A
p;ari v;izvAni c;etasA
s;ana meD;Am s;ana
punAn;asya saMy;ataH yanti
zr;avase sAt;im ;aCa
svAyuD;aH sAsahv;An soma
tiSWati r;aTam ;indrasya
k;ozam maDuzc;utam ;A
vasUy;avaH ;anu g;AH
pr;a Danva soma
tm;anA divy;AH suparZ;AH
s;a pavasva aBimAtih;A
mah;e v;AjAya D;anyAya
priy;am tr;IZi trit;asya
p;avamAnasya j;aVGnataH h;areH
cit y;asya priyas;AsaH
v;asu s;omaH divy;Ani
p;ayaH upast;ire camv:oH
niMsate sah;asraZITaH zat;aDAraH
yAti saMy;ataH pr;a
mah;e v;AjAya am;qtAya
vAvqDe zyen;ajUtaH duh;e
kal;aze usr;iyABiH ut;a
tv;ayA vIr;eZa vIravaH
pqTivy;AH gir;iSu kS;ayam
camv:oH ;A viveza
pavate mad;intamaH kr;Ixan
Druv;e s;adasi sIdati
ajIjanat aB;i v;izvAni
k;artave ay;am punAn;aH
v;izvA p;ari priy;A
v;iSZave ;iSam tok;Aya
mat;iH vats;aH n;a
vats;aH n;a mAt;uH
varAh;aH aB;i eti
ukTy:aH ;avyaH v;Are
s;omam punItana m;aDO
nijaGn;iH ;ojasA raTasaMg;e
n;a Den;avaH p;avamAna
ap;aH v;asAnam h;arim
div;aH p;ari ayakSm;AH
s;Urye n;a v;izaH
v;qTA samudr;am s;inDavaH
vir;Ajam ;anu rAjati
stot;qByaH vIr;avat y;azaH
g;qDrAZAm sv;aDitiH v;anAnAm
vanv;an ;avAtaH sah;asraretAH
aB;i arSa mah;AnAm
;aVgiroByaH varivov;it Gqt;am
m;adaH y;aH devav;ItamaH
g;aviSwaye D;iyaH et;am
Aviz;an kal;azam sut;aH
aBiy;ujaH s;uSvaye varivov;idaH
v;AvahiH kr;iviH dev;IH
prad;izaH v;iDarmaZi tv;am
samudr;am p;avamAnaH Urm;iZA
ay;A nijaGn;iH ;ojasA
m;adAya dev;avItaye sut;am
;it kqz;AnoH ;astuH
z;UraH n;a r;aTaH
B;ikSamAZaH am;qtasya c;AruZaH
g;ave aB;i arSanti
Bqt;im n;a Bara
uS;asaH B;agam s;UrAH
aB;i ven;AH anUSata
mah;A k;armAZi c;akriH
vAj;inam n;araH DIB;iH
D;iyaH s;Urye n;a
y;e tvA mqj;anti
z;ocantaH saMd;ahantaH avrat;An
qt;asya D;ArayA v;Ajam
D;anasya div;aH n;a
asqkSata pqTivy;AH ;aDi
;azvEH maG;avA Bava
asi azvas;AH vAjas;AH
soma p;ari srava
pIy;USaH p;avasva soma
kav;iH s;an s;omaH
DArayaH dev;eByaH soma
pr;a c;etasA cetayate
pipye ;UDar ;aGnyAyAH
s;omAH ;indrAya G;qSvayaH
apasy;uBiH ;induH hinvAn;aH
dvit;A vyUrZv;an am;qtasya
v;Ajam jeSi zr;avaH
p;avamAna r;asaH t;ava
p;ayaH p;avamAna ;ABqtam
h;arim baBr;um punanti
avyata ;amqktena r;uzatA
vay;am ;iyakSantaH tv;otayaH
s;omam yanti mat;ayaH
prav;atA asaran punAn;AH
v;Acam iSir;Am uSarb;uDam
n;a putr;aH oZy:oH
divy;asya kavy;EH ;aDi
vAj;I n;i akramIt
s;Uryasya priy;am duhit;uH
suvit;asya manAmahe ;ati
y;onA s;adane punarB;uvaH
s;omam zrIZanti mat;iBiH
kqD;i suSWAn;e r;odasI
vim;AnaH ;ahnAm B;uvaneSu
sarvaD;AH asi t;ava
y;e te m;adAH
ty;e avIvazan k;ASWAm
h;ariH s;an y;onim
p;ari pav;itre akSAr
s;a raMhate urugAy;asya
p;anipnatam y;uvAnam AhutIv;qDam
g;AH deva soma
t;am vAvazAn;am mat;ayaH
v;i akSaran et;e
iva Urm;iH y;aH
r;ADaH ;aCa yUy;am
mar;utvantaH matsar;AH indriy;AH
v;arivaH vidat priy;am
uzanti v;izve im;e
mitr;Av;aruZA B;agam m;aDvaH
yaTA qD;ak soma
pavase dev;eByaH saDam;AdyaH
uz;anA iva bruvAZ;aH
D;AmanI pratIc;I soma
suS;ahA t;Ani t;uByam
soma pit;araH m;ama
ca vizanti uzat;IH
mahivrata pqTiv;Im ca
vizv;adarzataH asm;aByam soma
mand;I DAvati usr;A
punAn;aH ap;aH sv:ar
kS;ipaH avyata s;AnO
ant;arikSyA ;A div;aH
pavate indra s;omaH
v;oXA svAyuD;aH sot;qBiH
r;asaH ;ava caSwe
j;avIyAn arvAc;InEH paT;iBiH
priy;aH sUn;uH n;a
mar;utaH vAy;uH azv;inA
g;AvaH n;a Den;avaH
m;adam zat;am p;uraH
pazyati c;akSasA ;upa
raG;uvartaniH v;qSA ;aTa
aj;AzvaH pUS;A y;Amani-yAmani
;aDi priy;aH vqtrah;A
sIdati y;at Im
zatagv;inam g;avAm p;oSam
m;adam p;avasva vizv;adarzataH
jitam et;e s;omAH
aB;i dev;An ;iyakSate
v;Ajam ;arSati zat;am
r;ajiSWAm aps;u draps;aH
et;e s;omAH p;avamAnAsaH
s;UryaH p;ari naH
vAc;aH ;adAByam t;am
;azvam n;a st;omam
mah;An kav;iH niv;acanAni
m;adam sv;AdiSWam draps;am
;iSaH ;aDi stotr;asya
;aCa s;aniSyadat aBy-:aBi
samudr;An cat;uraH asm;aByam
aruS;am div;aH asy;a
;indum punItana ugr;am
kave ark;asya y;onim
v;asuBiH n;a nikt;EH
tv;am soma p;avamAnaH
samudr;aH vAcamIVKay;aH s;omaH
y;aH savit;A saty;amanmA
jahi ;aTa naH
qt;asya mAt;araH marmqjy;ante
ay;am s;inDuByaH aBavat
;indrasya s;aKA vidv;An
z;uciH punAn;aH tanv:am
s;ADate gir;A nenikt;e
v;izve devAH sv;AhAkqtim
aB;i vajr;iZam ;indram
Ahan;asaH v;ihAyasaH t;eBiH
iva ;it Urm;ayaH
draps;aH ;AyuDAni b;iBrat
maMh;anA p;ari vyata
apIparan samy;ak samy;aYcaH
indo ;A Bara
aYj;anti enam m;aDvaH
sIdati jy;otiH yajY;asya
mat;I juSw;aH Diy;A
tvA DIB;iH asvaran
pravqZv;antaH aBiy;ujaH s;uSvaye
n;i sIda n;qBiH
devAH punIt;a mA
punAn;aH kal;azeSu s;attA
;aBarat parAv;ataH t;am
itT;A pad;am asya
z;iraH s;am d;akSeZa
cet;unA m;A naH
s;am mAt;arA iva
;araruSaH svan;At samasya
pit;A duh;e Im
jajYe jan;ayan ;amartyaH
vAy;uH n;a y;aH
aB;i akramIt pratn;am
arSanti n;amasA punAn;AH
bah;avaH manIS;iZaH r;AjAnam
samudr;aH aps;u mAmqje
meD;Am ut;a zr;avaH
naH ;ojasA tv;ayA
s;Idan h;otA iva
daDate dev;aH ;A
s;omaH y;aH sukr;atuH
sAhv;An v;izvAH aB;i
;iSam ca naH
pipize yat;aH n;qBiH
s;a s;Uryasya razm;iBiH
y;asmin g;AvaH suhut;AdaH
p;aYca vr;AtAH apasy;avaH
ant;arikSeZa r;Arajat Ix;enyaH
p;avamAnaH siSAsati eS;a
s;omaH kal;azAn ;asiSyadat
m;adAya k;am sqjAn;am
ray;im sam;atsu sAsah;iH
n;i z;aryAZi daDate
t;am AhuH supraj;AH
;akSitam goj;it naH
et;e v;AtAH iva
y;uDvA s;an z;azvat
s;enA Badr;An kqZv;an
;avye sasAra p;avamAnaH
t;ena punIhi naH
;upa mAsva nqv;antam
aduCun;aH v;i v;Aram
asarat v;qSA h;ariH
kal;azam somaD;Anam kr;andan
punAn;aH Ay;uSu ;avyaH
v;i sukr;atuH jajYAn;am
v;izvA div;aH v;asu
naH vqSw;im div;aH
durit;A pur;u sug;A
v;qTA kr;Ixantam mimate
rayip;atI rayIZ;Am qt;am
anUSata ut;a u
mahat;e s;OBagAya stotr;e
AVgUSy:am p;avamAnam s;aKAyaH
gAt;um vqjin;am ca
Urm;im et;e s;omAH
Irate s;omam ;aCa
vid;e aB;i kS;ipaH
vizv;AcyA Diy;A yajY;am
r;odasI yakSat Av;qtA
y;aH asya D;armaBiH
zqt;AsaH ;it v;ahantaH
sah;asraZItiH y;atiH parAy;atiH
nirZ;ijam parj;anyaH pit;A
t;am I mqjanti
vAy;uBiH ;A ;indrasya
sukr;atuH mah;Antam tvA
somaD;Anam kr;andan ihi
soma v;aruZam m;atsi
sAt;A tan;UnAm vqZIm;ahe
it;aH usr;iyaH v;qSA
sah;asraZITaH zat;aDAraH ;adButaH
j;anam s;am suSwut;I
suvAn;aH ;induH akSAr
samudr;aH asi vizvav;it
y;aH tast;amBa r;odasI
mqjAn;aH ;atyaH n;a
te s;argAH asqkSata
indo praTam;aH DAmaD;AH
m;adAya tozate ;A
hinvAn;aH arSati ruj;at
r;aTAH iva t;e
;At Im trit;asya
p;ari s;argAsaH Az;avaH
pav;itram arc;iSi ;agne
s;am agmata marj;ayantIH
arZav;aH jyot;IraTaH pavate
t;uByam v;AtAH aBipr;iyaH
t;am dur;oSam aB;i
r;aveZa varD;aya v;Acam
iSit;aH tir;aH r;ajaH
mah;aH asm;aByam v;AjAn
n;a kr;Ixan p;ari
vavr;im pit;uH eti
ajinvat adr;uhaH y;AH
zr;avaH pr;a s;omAsaH
v;asUni h;astayoH daD;e
sIdati n;u naH
s;omam ;indraH pibatu
p;ari srava sut;aH
vizvacakSaH ;qBvasaH praB;oH
majm;anA yUT;e n;a
t;e naH sahasr;iZam
